regions,periods,tech,vintage,cost_fixed,cost_fixed_units,cost_fixed_notes
TO,2023,PUBTRAFLEROACAR___CONVGAS_EX,2015,500,k$/kunits,PublicTransportationFleet ServicesRoadCarsConventionnalGasoline
TO,2023,PUBTRATHCROACAR___CONVGAS_EX,2015,500,k$/kunits,PublicTransportationToronto Housing CompanyRoadCarsConventionnalGasoline
TO,2023,PUBTRAPOLMAR_________ALL_EX,2015,0,k$/kunits,PublicTransportationPolice ServicesMarineAll
TO,2023,PUBTRAFLEMAR_________ALL_EX,2015,0,k$/kunits,PublicTransportationFleet ServicesMarineAll
TO,2023,PUBTRAPOLROAMOR___CONVGAS_EX,2015,500,k$/kunits,PublicTransportationPolice ServicesRoadMotorcyclesConventionnalGasoline
TO,2023,PUBTRAPOLROABUSURBCONVDSL_EX,2015,500,k$/kunits,PublicTransportationPolice ServicesRoadInter-city BusesUrban Bus ConventionnalDiesel
TO,2024,PUBTRAFLEROATRUHETCONVDSL_EX,2015,500,k$/kunits,PublicTransportationFleet ServicesRoadTruckHeavy TrucksConventionnalDiesel
TO,2024,PUBTRAPOLROATRULGTCONVDSL_EX,2015,500,k$/kunits,PublicTransportationPolice ServicesRoadTruckPassenger Light TrucksConventionnalDiesel
TO,2024,PUBTRAFLEROATRULGTCONVDSL_EX,2015,500,k$/kunits,PublicTransportationFleet ServicesRoadTruckPassenger Light TrucksConventionnalDiesel
TO,2024,PUBTRATHCROATRULGTCONVDSL_EX,2015,500,k$/kunits,PublicTransportationToronto Housing CompanyRoadTruckPassenger Light TrucksConventionnalDiesel
TO,2024,PUBTRAPOLROATRULGTCONVGAS_EX,2015,500,k$/kunits,PublicTransportationPolice ServicesRoadTruckPassenger Light TrucksConventionnalGasoline
TO,2024,PUBTRAFLEROATRULGTCONVGAS_EX,2015,500,k$/kunits,PublicTransportationFleet ServicesRoadTruckPassenger Light TrucksConventionnalGasoline
TO,2024,PUBTRATHCROATRULGTCONVGAS_EX,2015,500,k$/kunits,PublicTransportationToronto Housing CompanyRoadTruckPassenger Light TrucksConventionnalGasoline
